Id,RelatedPostId,PostId,LinkTypeId,CreationDate
243115,16488,23969,1,2017-10-22T07:36:15.920
243116,16713,23969,1,2017-10-22T07:36:15.920
243153,5990,23933,3,2017-10-22T08:18:24.423
243154,22690,23963,3,2017-10-22T08:19:12.423
245092,24017,24029,1,2017-10-24T10:16:59.677
245398,17759,24041,1,2017-10-24T14:15:30.990
250618,1213,24179,1,2017-10-29T17:32:44.413
251495,19807,24202,1,2017-10-30T19:01:26.287
252618,22,24232,1,2017-10-31T22:28:03.433
253387,17737,24256,1,2017-11-01T15:35:05.357
254054,19523,24290,1,2017-11-02T08:34:48.017
254355,19523,24290,3,2017-11-02T16:16:37.943
254442,23789,24109,1,2017-11-02T18:08:53.177
255510,6107,24327,1,2017-11-03T21:17:27.480
256314,810,24392,1,2017-11-06T06:48:29.507
256375,12721,24403,1,2017-11-06T12:16:39.393
256703,806,24400,1,2017-11-07T16:12:40.960
256727,16835,24458,1,2017-11-07T17:12:14.060
256769,10471,22901,1,2017-11-07T18:35:54.483
256834,15524,22047,1,2017-11-08T01:26:57.220
257071,12318,24506,1,2017-11-09T02:55:49.833
257239,22,17927,1,2017-11-09T13:23:05.367
257306,18802,24534,1,2017-11-09T17:56:45.890
257668,10471,22901,3,2017-11-10T16:29:30.990
257669,22,17927,3,2017-11-10T16:34:07.897
257727,24560,24578,1,2017-11-10T22:44:32.927
257796,18258,24595,1,2017-11-11T10:18:25.693
258423,11404,24610,1,2017-11-13T10:10:58.040
259012,24560,24578,3,2017-11-14T17:28:09.943
259457,24808,10179,1,2017-11-16T09:38:15.627
259581,937,24405,1,2017-11-16T19:36:35.227
260071,937,24405,3,2017-11-18T12:06:34.513
260276,11404,24905,1,2017-11-19T03:48:51.557
273504,21963,24986,1,2017-11-21T18:58:16.350
273762,1159,25000,1,2017-11-22T03:19:49.220
275249,989,25058,1,2017-11-23T16:39:28.800
278638,16797,25119,1,2017-11-26T19:32:57.543
280335,20296,25169,1,2017-11-28T11:32:19.537
282731,15472,25250,1,2017-11-30T12:48:56.513
283665,25259,25209,1,2017-12-01T06:55:05.767
283754,21896,25276,1,2017-12-01T08:50:56.053
285402,5121,25377,1,2017-12-04T16:27:30.173
285518,17794,25386,1,2017-12-04T21:11:48.000
286245,9233,25444,1,2017-12-06T13:18:53.610
286395,12721,25449,1,2017-12-06T21:22:31.957
287779,24449,25523,1,2017-12-09T19:01:38.170
288057,25531,25525,1,2017-12-10T12:56:15.483
288580,25549,25564,1,2017-12-11T14:20:14.223
288786,24137,25359,1,2017-12-11T22:01:10.897
289402,13695,25618,1,2017-12-13T07:07:56.637
289482,14503,25619,1,2017-12-13T09:05:08.927
289849,8703,25648,1,2017-12-14T00:12:19.133
289885,25549,25564,3,2017-12-14T00:58:07.483
290011,8043,25660,1,2017-12-14T09:54:27.430
290012,3733,25660,1,2017-12-14T09:54:27.430
290305,25605,25675,1,2017-12-14T18:16:35.380
290640,10077,25707,1,2017-12-15T14:28:13.093
290826,17860,25714,1,2017-12-15T22:55:41.380
291082,24194,25696,3,2017-12-16T16:41:19.660
291841,11304,25776,1,2017-12-18T14:59:20.990
292788,25315,25841,1,2017-12-20T15:08:07.333
292790,13061,25832,1,2017-12-20T15:23:24.530
292791,23493,25832,1,2017-12-20T15:23:24.530
292795,23287,25832,1,2017-12-20T15:24:00.623
293368,25874,25890,1,2017-12-21T22:26:24.297
293506,25024,25890,1,2017-12-22T07:50:27.490
293945,9302,25902,1,2017-12-23T08:00:49.220
294026,6107,25929,1,2017-12-23T12:40:52.847
294277,16342,25948,1,2017-12-23T23:51:32.320
294369,24511,25956,1,2017-12-24T07:29:46.460
295012,9443,9777,1,2017-12-25T15:36:50.773
295031,13607,25988,1,2017-12-25T15:54:05.707
295052,18802,25990,1,2017-12-25T16:40:01.457
295053,24534,25990,1,2017-12-25T16:40:01.457
295418,23895,26001,1,2017-12-26T11:20:24.137
295854,25925,26042,1,2017-12-27T09:34:07.903
296427,25717,26076,1,2017-12-28T11:15:27.280
297038,23890,25348,1,2017-12-29T16:27:14.727
297515,19849,26140,1,2017-12-30T21:49:11.210
299310,10188,26288,1,2018-01-04T14:53:56.753
299451,10188,26288,3,2018-01-05T05:45:52.563
299466,26310,10320,1,2018-01-05T06:22:06.310
299538,21961,26325,1,2018-01-05T14:41:44.903
300362,12318,26388,1,2018-01-08T15:35:31.793
300393,24452,26411,1,2018-01-08T19:29:45.590
300394,25268,26411,1,2018-01-08T19:29:45.590
300613,23613,23901,1,2018-01-09T14:33:22.117
300857,2582,26351,1,2018-01-10T12:42:28.173
300871,5706,26475,1,2018-01-10T13:32:27.317
300872,23493,26475,1,2018-01-10T13:32:27.317
301140,8244,26499,1,2018-01-11T09:41:08.443
301151,26009,26514,1,2018-01-11T10:24:20.780
301152,23607,26514,1,2018-01-11T10:24:20.780
301603,13490,26565,1,2018-01-12T14:37:32.890
301676,25502,18848,1,2018-01-12T17:42:51.100
302164,17759,26623,1,2018-01-14T23:15:31.493
302266,15903,26597,1,2018-01-15T11:59:37.477
302282,26411,26516,1,2018-01-15T12:26:52.293
302283,155,26633,1,2018-01-15T12:34:43.790
302385,22086,26656,1,2018-01-15T16:22:34.080
302892,26454,26674,1,2018-01-17T03:06:57.587
303035,25315,16182,1,2018-01-17T14:26:56.633
303061,25407,26751,1,2018-01-17T15:34:57.760
303252,9758,26775,1,2018-01-18T10:15:09.947
303537,22,26818,1,2018-01-19T09:18:08.660
306953,869,26842,1,2018-01-19T18:40:33.983
307232,15903,26838,1,2018-01-20T12:06:07.983
307270,26854,26844,1,2018-01-20T13:55:44.893
307276,25315,26843,1,2018-01-20T14:23:45.067
307285,15903,26836,1,2018-01-20T14:45:14.473
307286,26597,26836,1,2018-01-20T14:45:14.473
307676,11928,26886,1,2018-01-21T15:09:07.323
309225,21889,26618,1,2018-01-24T18:30:33.113
309482,2646,26789,1,2018-01-25T08:47:32.763
309675,15903,26618,1,2018-01-25T14:58:18.510
309676,26597,26618,1,2018-01-25T14:58:18.510
309910,9823,27038,1,2018-01-25T20:22:17.497
310166,15903,27056,1,2018-01-26T09:00:41.270
310290,3699,27081,1,2018-01-26T15:46:55.330
311234,27147,24722,1,2018-01-28T14:52:38.803
311337,25209,27105,1,2018-01-28T18:16:13.273
311930,15903,27193,1,2018-01-29T17:43:30.063
311931,26597,27193,1,2018-01-29T17:43:30.063
312298,5990,27234,1,2018-01-30T10:42:54.193
312299,13567,27234,1,2018-01-30T10:42:54.193
312348,27082,26674,1,2018-01-30T12:36:50.890
312798,26290,27262,1,2018-01-31T06:49:51.467
312799,26382,27262,1,2018-01-31T06:49:51.467
312904,8847,27286,1,2018-01-31T10:45:10.003
313260,20535,27311,1,2018-01-31T20:54:31.097
313270,9850,24722,1,2018-01-31T21:15:58.670
313543,10615,27340,1,2018-02-01T13:09:30.333
313652,128,27348,1,2018-02-01T16:03:43.370
315753,27446,14042,1,2018-02-04T04:22:31.727
316022,27436,17839,1,2018-02-04T13:02:33.307
316165,21896,27307,1,2018-02-04T17:07:56.327
316241,26597,27454,1,2018-02-04T18:58:47.513
317916,869,27520,1,2018-02-06T13:54:38.703
318515,12554,27542,1,2018-02-07T07:01:26.947
318639,27012,27539,1,2018-02-07T09:05:44.473
319380,27533,27563,1,2018-02-07T17:08:45.123
321762,23493,27665,1,2018-02-10T08:34:17.093
321916,19553,27671,1,2018-02-10T11:18:25.340
322660,15903,27694,1,2018-02-11T08:40:05.703
323508,17921,27713,1,2018-02-12T07:33:11.487
323509,15016,27713,1,2018-02-12T07:33:11.487
323682,19392,27709,1,2018-02-12T10:28:31.737
323683,18481,27709,1,2018-02-12T10:28:31.737
323997,27012,27725,1,2018-02-12T16:25:04.177
323998,27539,27725,1,2018-02-12T16:25:04.177
324393,19392,27753,1,2018-02-13T07:11:48.067
324394,18481,27753,1,2018-02-13T07:11:48.067
324635,27671,19553,1,2018-02-13T13:12:44.693
325372,15257,27792,1,2018-02-14T11:18:47.790
325599,10615,27628,1,2018-02-14T15:09:02.193
326805,27866,26643,1,2018-02-15T20:21:34.307
327231,27631,27874,1,2018-02-16T11:00:00.030
327266,27671,27888,1,2018-02-16T12:19:05.650
328474,25268,27927,1,2018-02-17T16:52:43.043
329593,27898,27958,1,2018-02-18T21:28:04.587
329995,27923,27972,1,2018-02-19T12:20:32.197
330371,27923,27972,3,2018-02-19T21:29:31.777
330372,27898,27958,3,2018-02-19T21:29:50.737
330804,12919,28025,1,2018-02-20T12:38:32.183
330862,27795,28030,1,2018-02-20T13:46:21.417
330892,17286,28035,1,2018-02-20T14:06:48.713
331639,12909,28087,1,2018-02-21T08:43:47.870
331779,27829,28013,1,2018-02-21T11:37:22.347
331832,26597,28070,1,2018-02-21T13:05:56.647
332562,28156,28131,1,2018-02-22T02:12:20.883
333357,18123,28192,1,2018-02-22T18:06:10.700
334474,28002,28247,1,2018-02-23T23:39:16.433
334674,15903,28244,1,2018-02-24T06:47:55.610
334675,26597,28244,1,2018-02-24T06:47:55.610
334737,26419,28253,1,2018-02-24T09:32:48.703
335168,24319,28187,1,2018-02-24T19:24:05.427
335788,9488,16342,1,2018-02-25T13:27:51.203
337534,27957,28353,1,2018-02-27T12:39:19.380
337815,27671,28360,1,2018-02-27T17:11:07.273
337831,27959,28339,1,2018-02-27T17:37:09.670
338123,27625,28383,1,2018-02-28T07:37:24.870
338236,26958,17368,1,2018-02-28T10:05:33.200
339406,26449,28455,1,2018-03-01T12:52:26.937
340225,4942,28506,1,2018-03-02T06:55:00.483
341605,28411,24534,1,2018-03-03T17:31:44.477
343588,26874,28719,1,2018-03-07T05:57:10.740
343847,28691,28747,1,2018-03-07T16:05:41.910
344096,28383,28775,1,2018-03-08T08:49:55.190
344177,18572,28800,1,2018-03-08T12:46:31.747
344293,28747,28810,1,2018-03-08T17:00:24.147
344630,25315,28822,1,2018-03-09T08:13:59.983
344887,28884,28810,1,2018-03-09T17:00:42.580
344908,28411,28884,1,2018-03-09T17:19:01.747
344913,26597,28877,1,2018-03-09T17:51:11.963
345079,28383,28512,1,2018-03-10T06:54:34.713
345969,24610,28958,1,2018-03-12T06:31:56.943
345970,24905,28958,1,2018-03-12T06:31:56.943
346168,28360,28958,1,2018-03-12T13:19:59.670
346346,24905,28958,3,2018-03-12T18:36:23.783
346347,28360,28958,3,2018-03-12T18:36:23.783
346485,28383,29000,1,2018-03-13T02:52:08.390
346547,130,29006,1,2018-03-13T06:15:50.560
346608,17099,28999,1,2018-03-13T09:46:35.683
347004,28884,29044,1,2018-03-14T02:28:21.600
347748,8542,29117,1,2018-03-15T13:17:31.737
348051,29006,29139,1,2018-03-16T00:16:45.997
348141,26449,29142,1,2018-03-16T07:39:02.347
349494,15903,29241,1,2018-03-19T05:07:39.417
349549,19051,29249,1,2018-03-19T07:02:59.750
349699,28932,29266,1,2018-03-19T15:01:10.050
350103,3738,29287,1,2018-03-20T11:06:47.833
359019,13445,29287,1,2018-03-21T10:15:39.667
359250,26042,29361,1,2018-03-21T13:56:34.270
360550,17860,29409,1,2018-03-22T14:33:51.400
361574,23614,29467,1,2018-03-23T10:18:15.040
361899,23287,29471,1,2018-03-23T14:48:33.000
361900,24534,29471,1,2018-03-23T14:48:33.000
362535,27964,29480,1,2018-03-24T05:35:54.003
364165,15903,29507,1,2018-03-25T10:47:50.597
364166,27236,29507,1,2018-03-25T10:47:50.597
364694,28884,29521,1,2018-03-25T19:39:20.800
365480,28656,26655,1,2018-03-26T05:56:33.563
366960,26597,29521,1,2018-03-27T03:52:44.487
367077,27648,29564,1,2018-03-27T05:54:12.300
367265,29408,29569,1,2018-03-27T09:21:17.730
368381,29411,29621,1,2018-03-28T03:04:18.050
372531,6835,29740,1,2018-03-30T18:48:19.957
377040,21896,28575,1,2018-04-03T01:51:54.603
377041,18802,28575,1,2018-04-03T01:51:54.603
377819,28411,29855,1,2018-04-03T15:29:21.143
378609,27012,29879,1,2018-04-04T07:43:05.010
380006,744,29923,1,2018-04-05T09:52:01.453
380040,1107,29928,1,2018-04-05T10:10:07.563
380995,17288,29964,1,2018-04-06T02:44:04.037
382233,313,29999,1,2018-04-06T23:25:29.970
382426,28574,30004,1,2018-04-07T04:41:24.983
385660,16693,30013,1,2018-04-09T05:01:29.080
386325,25317,24608,1,2018-04-09T14:38:17.843
387874,25268,30013,1,2018-04-10T15:02:26.170
387875,26714,30013,1,2018-04-10T15:02:26.170
387922,28383,30121,1,2018-04-10T15:39:51.537
389162,23196,30167,1,2018-04-11T12:49:46.773
389920,27563,28792,1,2018-04-12T00:55:48.840
391552,24752,30168,1,2018-04-13T05:33:35.417
393043,10103,27354,1,2018-04-14T08:13:19.013
393408,26854,30313,1,2018-04-14T13:52:33.543
395204,26854,30340,1,2018-04-15T23:32:03.027
396929,29908,30402,1,2018-04-17T08:51:26.030
396930,18339,30401,1,2018-04-17T08:59:31.683
396931,28491,30320,1,2018-04-17T09:02:04.953
396932,29411,30320,1,2018-04-17T09:02:04.953
397604,28310,30439,1,2018-04-17T18:08:19.193
400664,28637,20321,1,2018-04-19T23:45:31.837
402602,26597,30603,1,2018-04-21T14:52:52.183
402817,29520,26955,1,2018-04-21T17:03:53.347
405067,24534,22853,1,2018-04-23T09:21:49.050
405259,10077,30683,1,2018-04-23T11:49:16.773
406997,28656,30703,1,2018-04-24T14:29:50.827
407064,26938,30714,1,2018-04-24T15:56:59.027
407974,30302,30789,1,2018-04-25T07:55:54.273
408223,30786,30765,1,2018-04-25T12:23:18.100
408427,30790,27347,1,2018-04-25T15:31:45.897
409315,30302,30856,1,2018-04-26T09:47:17.837
409909,26854,30876,1,2018-04-26T15:32:34.857
410263,22853,30901,1,2018-04-26T20:20:30.473
410283,13746,30904,1,2018-04-26T20:42:53.217
410625,18647,30921,1,2018-04-27T05:35:05.490
410867,30930,30610,1,2018-04-27T09:22:32.087
411629,17671,24494,1,2018-04-27T19:46:10.440
411978,30859,30944,1,2018-04-28T05:14:49.150
412925,28383,30944,1,2018-04-29T02:02:17.317
413001,18802,30989,1,2018-04-29T05:28:06.053
413002,10926,30989,1,2018-04-29T05:28:06.053
413016,13061,30989,1,2018-04-29T05:35:31.187
413017,17987,30989,1,2018-04-29T05:35:31.187
416134,20237,31071,1,2018-05-01T11:06:29.750
416565,26597,31080,1,2018-05-01T18:31:45.007
417841,9488,31129,1,2018-05-02T18:04:38.293
418913,24534,30989,1,2018-05-03T16:51:26.980
419215,6380,30559,1,2018-05-04T03:53:24.650
419459,31175,31212,1,2018-05-04T14:22:26.233
419460,27964,31211,1,2018-05-04T14:26:27.783
420096,31243,29520,1,2018-05-05T12:32:22.633
420761,6107,30810,1,2018-05-06T14:26:48.387
421087,19112,31298,1,2018-05-07T03:49:35.933
421149,30370,31289,1,2018-05-07T07:18:58.277
421150,29725,31289,1,2018-05-07T07:18:58.277
421664,22853,31349,1,2018-05-07T23:38:30.643
421965,19140,31377,1,2018-05-08T09:05:49.550
422110,22853,31349,3,2018-05-08T13:37:48.603
422284,14187,29520,1,2018-05-08T17:45:19.667
422425,16361,31408,1,2018-05-09T01:03:35.763
422585,812,10522,1,2018-05-09T08:15:21.933
423004,29719,31452,1,2018-05-09T17:42:09.470
423235,13490,29520,1,2018-05-10T02:45:38.140
424274,17099,31543,1,2018-05-11T18:01:32.907
426221,28537,31636,1,2018-05-14T13:08:38.173
426412,14899,31622,1,2018-05-14T18:40:04.577
426616,14899,31622,3,2018-05-15T05:00:50.737
426812,31382,31685,1,2018-05-15T12:38:01.490
427091,30859,28383,1,2018-05-15T17:19:59.297
427259,27671,31707,1,2018-05-15T23:02:23.620
427427,31725,30676,1,2018-05-16T10:07:43.330
427455,30676,31725,1,2018-05-16T10:18:00.700
427780,30676,31725,3,2018-05-16T19:14:06.553
428148,31745,31725,1,2018-05-17T10:21:03.693
442457,26959,22002,1,2018-05-20T14:07:39.567
442458,31292,22002,1,2018-05-20T14:07:39.567
442515,31274,31880,1,2018-05-20T16:12:19.560
442812,28840,31891,1,2018-05-21T06:23:05.790
442813,27795,31891,1,2018-05-21T06:23:05.790
442978,30762,31874,1,2018-05-21T10:59:30.510
443206,14899,31940,1,2018-05-21T15:55:37.387
443971,28504,29470,1,2018-05-22T17:52:38.183
444206,422,32014,1,2018-05-23T05:26:41.423
444554,9302,31991,1,2018-05-23T12:19:00.873
444569,25407,32001,1,2018-05-23T12:38:17.513
445005,24081,25994,1,2018-05-24T01:16:04.397
445030,30676,32066,1,2018-05-24T03:55:40.950
445031,27506,32066,1,2018-05-24T03:55:40.950
445460,32023,32031,1,2018-05-24T16:14:49.830
446794,27615,32187,1,2018-05-26T09:33:20.047
447078,27135,32205,1,2018-05-26T17:34:28.813
447123,31274,31880,3,2018-05-26T19:52:08.357
447436,31989,32221,1,2018-05-27T12:23:15.157
447661,31815,31920,1,2018-05-27T19:25:11.087
447835,26449,32232,1,2018-05-28T01:57:51.010
448178,16347,32263,1,2018-05-28T13:04:03.507
448570,30032,32289,1,2018-05-29T00:20:27.423
448571,27807,32289,1,2018-05-29T00:20:27.423
448572,310,32289,1,2018-05-29T00:20:27.423
448797,32255,30978,1,2018-05-29T09:27:49.780
449275,29908,32336,1,2018-05-29T19:50:54.987
449778,28383,32254,1,2018-05-30T13:15:53.983
450176,16807,32072,1,2018-05-31T01:01:28.867
450832,9364,28548,1,2018-05-31T20:20:25.483
451290,26449,32232,3,2018-06-01T16:03:41.697
451962,13490,32541,1,2018-06-02T15:53:00.123
451979,326,32543,1,2018-06-02T16:19:44.697
454687,32685,32729,1,2018-06-06T12:12:41.830
454766,810,32725,1,2018-06-06T14:53:59.283
455094,30850,32752,1,2018-06-06T23:24:40.340
455861,19630,32743,1,2018-06-07T18:33:05.140
455867,9406,32796,1,2018-06-07T18:45:02.510
456318,15903,32694,1,2018-06-08T12:37:25.517
456319,26597,32694,1,2018-06-08T12:37:25.517
456336,26597,32752,1,2018-06-08T12:54:09.603
456863,32822,32864,1,2018-06-09T07:10:04.577
457284,26103,32884,1,2018-06-09T18:13:23.910
457432,32873,32423,1,2018-06-10T01:43:39.610
458330,31923,32941,1,2018-06-11T11:38:45.910
459104,32941,32927,1,2018-06-12T09:14:45.320
459525,11928,33043,1,2018-06-12T18:56:55.730
459991,32572,33079,1,2018-06-13T12:29:48.207
460016,33002,33081,1,2018-06-13T13:07:04.790
461234,33117,33201,1,2018-06-15T09:49:41.767
461336,32126,31715,1,2018-06-15T13:39:05.990
462303,33265,25036,1,2018-06-17T05:06:29.670
462318,33265,24929,1,2018-06-17T06:02:27.663
462890,32129,32622,1,2018-06-18T06:26:31.283
463550,33316,33338,1,2018-06-18T23:58:35.040
464478,11747,33419,1,2018-06-20T11:02:09.530
464821,27277,33442,1,2018-06-20T21:22:47.627
465075,33286,33459,1,2018-06-21T10:54:52.813
465336,10469,33478,1,2018-06-21T17:30:15.167
465464,33435,33486,1,2018-06-21T19:37:11.680
465770,31444,33505,1,2018-06-22T10:19:02.380
466737,28353,33554,1,2018-06-23T19:47:57.713
467037,31402,31288,1,2018-06-24T13:31:51.637
467102,20573,33573,1,2018-06-24T14:35:45.073
467650,33599,33501,1,2018-06-25T12:29:25.467
467927,33582,33593,1,2018-06-25T18:20:25.790
468092,20076,33644,1,2018-06-25T22:46:18.110
468844,33524,22335,1,2018-06-27T06:21:52.860
468845,33493,17510,1,2018-06-27T06:24:10.400
469849,27628,33559,1,2018-06-28T19:02:12.810
469850,28997,33559,1,2018-06-28T19:02:12.810
471375,26290,33817,1,2018-07-01T15:26:00.950
471376,27262,33817,1,2018-07-01T15:26:00.950
472454,33916,16494,1,2018-07-03T16:23:29.753
472466,10523,33939,1,2018-07-03T17:14:52.293
472575,33916,12132,1,2018-07-03T20:45:43.323
472760,16646,33974,1,2018-07-04T09:16:12.007
473254,34029,33962,1,2018-07-05T09:23:04.297
473289,5226,34024,1,2018-07-05T10:35:22.653
473334,16800,34038,1,2018-07-05T13:13:41.797
473355,34038,16800,1,2018-07-05T13:17:04.813
473843,29266,28932,1,2018-07-06T10:34:59.770
473936,29480,34101,1,2018-07-06T14:26:37.150
473947,25745,34100,1,2018-07-06T14:32:29.523
474017,27055,34088,1,2018-07-06T16:03:36.113
474453,26597,34134,1,2018-07-07T18:42:47.050
474504,155,34116,1,2018-07-08T00:34:43.417
474618,18802,34134,1,2018-07-08T10:32:32.433
474619,23287,34134,1,2018-07-08T10:32:32.433
474620,21896,34134,1,2018-07-08T10:32:32.433
474657,32831,34006,1,2018-07-08T12:23:12.443
474658,33831,34006,1,2018-07-08T12:23:12.443
474664,893,34159,1,2018-07-08T13:04:14.047
474783,34007,34165,1,2018-07-08T17:24:22.737
475002,16993,34182,1,2018-07-09T09:11:15.357
475269,10471,34206,1,2018-07-09T17:03:41.390
475271,10471,34206,3,2018-07-09T17:09:01.953
475507,30762,34233,1,2018-07-10T08:49:09.007
476068,19882,34209,1,2018-07-11T08:17:21.063
476139,34174,26597,1,2018-07-11T11:51:33.757
476387,17759,34326,1,2018-07-11T19:41:42.360
476437,19099,34330,1,2018-07-11T21:15:47.957
477133,736,34399,1,2018-07-13T00:57:58.837
477358,34346,34405,1,2018-07-13T12:35:04.440
479149,34356,33644,1,2018-07-15T09:54:09.837
479321,32669,35496,1,2018-07-15T18:43:16.903
479680,33587,35526,1,2018-07-16T14:05:10.920
480089,27563,35531,1,2018-07-17T08:41:39.093
480090,27533,35531,1,2018-07-17T08:41:39.093
480396,34151,34233,1,2018-07-17T20:00:05.613
480644,5990,35645,1,2018-07-18T08:42:12.713
480687,13279,35605,1,2018-07-18T10:20:16.443
484866,24072,35713,1,2018-07-19T10:38:46.343
485575,27709,35781,1,2018-07-20T09:53:01.910
485576,23291,35781,1,2018-07-20T09:53:01.910
485577,33305,35781,1,2018-07-20T09:53:01.910
485616,21722,35784,1,2018-07-20T10:41:34.960
486114,6744,35821,1,2018-07-21T04:34:25.813
486239,29863,35826,1,2018-07-21T09:27:35.193
486525,29507,35836,1,2018-07-21T16:59:25.307
486575,27715,35835,1,2018-07-21T18:43:23.973
487235,35595,35878,1,2018-07-22T17:07:33.083
488445,35864,35962,1,2018-07-24T11:36:18.407
488730,35913,35970,1,2018-07-24T17:57:27.047
489916,28006,36046,1,2018-07-26T14:17:10.503
490651,36100,36070,1,2018-07-27T14:07:45.497
490666,28006,36046,3,2018-07-27T14:14:31.523
492233,25745,36147,1,2018-07-30T05:37:14.673
493414,26401,33817,1,2018-07-31T16:56:13.067
493588,22545,36275,1,2018-07-31T20:40:18.723
494577,8390,36198,1,2018-08-02T08:00:34.753
494902,10997,36388,1,2018-08-02T18:17:24.507
495108,36346,36403,1,2018-08-03T03:53:25.670
495849,17024,36453,1,2018-08-04T09:32:14.290
495873,662,36447,1,2018-08-04T10:15:57.013
497104,35826,36485,1,2018-08-06T08:58:51.280
498546,6694,36604,1,2018-08-07T18:13:18.450
499097,18664,36636,1,2018-08-08T12:29:02.367
499481,29055,36656,1,2018-08-08T21:52:58.143
500311,31725,36707,1,2018-08-09T23:51:04.407
500312,30676,36707,1,2018-08-09T23:51:04.407
500313,28719,36707,1,2018-08-09T23:51:04.407
500314,28691,36707,1,2018-08-09T23:51:04.407
500315,26874,36707,1,2018-08-09T23:51:04.407
500316,27506,36707,1,2018-08-09T23:51:04.407
500317,26539,36707,1,2018-08-09T23:51:04.407
500583,18647,36703,1,2018-08-10T11:23:00.327
500921,36634,36404,1,2018-08-10T19:15:03.230
502058,11014,36817,1,2018-08-12T09:32:02.683
502249,28681,36814,1,2018-08-12T14:36:34.017
502812,15989,36862,1,2018-08-13T09:57:37.077
503041,11699,36879,1,2018-08-13T15:01:26.007
503506,27909,16843,1,2018-08-14T07:39:56.443
504035,6255,36945,1,2018-08-14T22:28:37.953
504240,36049,36953,1,2018-08-15T08:01:54.460
504408,893,36968,1,2018-08-15T13:02:05.883
505179,36959,37007,1,2018-08-16T10:57:29.827
505512,37007,36959,1,2018-08-16T16:36:23.473
505534,37007,36959,3,2018-08-16T17:06:21.363
506143,37081,37027,1,2018-08-17T12:09:18.030
506314,16463,37090,1,2018-08-17T17:06:18.370
507522,36049,36953,3,2018-08-19T20:26:25.273
507523,29055,36656,3,2018-08-19T20:28:18.500
507830,33979,36482,1,2018-08-20T00:37:41.177
507859,16350,37164,1,2018-08-20T02:03:35.607
507930,12532,37165,1,2018-08-20T04:50:09.137
508618,18647,17388,1,2018-08-21T04:56:17.447
508644,36703,17388,1,2018-08-21T05:49:22.753
508714,37220,33265,1,2018-08-21T06:51:47.293
508885,36564,37234,1,2018-08-21T12:06:07.793
509428,34276,37259,1,2018-08-22T01:22:09.563
509627,15242,37281,1,2018-08-22T10:03:47.650
509693,22740,37273,1,2018-08-22T11:17:36.403
509869,12500,16088,1,2018-08-22T14:17:16.423
509994,5706,37314,1,2018-08-22T17:15:47.270
510182,28331,37302,1,2018-08-22T22:41:39.373
510392,893,37337,1,2018-08-23T07:47:11.527
510393,12554,37337,1,2018-08-23T07:47:11.527
510580,20392,37355,1,2018-08-23T14:10:34.307
510851,37021,37362,1,2018-08-23T20:19:10.973
510933,6107,37374,1,2018-08-24T01:19:10.930
511889,30973,37413,1,2018-08-25T08:03:52.953
513573,640,37504,1,2018-08-28T07:54:06.530
513748,37363,37513,1,2018-08-28T13:47:35.417
514159,37542,37493,1,2018-08-28T23:01:17.463
514490,36064,37545,1,2018-08-29T13:52:40.623
514889,11589,37545,1,2018-08-30T08:17:17.833
514937,25362,37600,1,2018-08-30T09:29:50.213
515802,37633,37643,1,2018-08-31T16:33:32.947
516256,27132,37687,1,2018-09-01T18:02:17.440
516492,37604,37704,1,2018-09-02T12:17:31.850
516843,24494,37741,1,2018-09-03T09:02:11.873
516976,27563,37751,1,2018-09-03T13:32:05.393
517152,24494,37741,3,2018-09-03T22:37:25.493
517901,37021,37835,1,2018-09-05T13:22:16.360
518119,31665,37856,1,2018-09-06T00:39:25.097
518824,34074,37926,1,2018-09-07T13:35:27.617
519207,26714,37957,1,2018-09-08T09:42:24.430
519278,37914,37968,1,2018-09-08T14:05:26.767
519597,26597,37990,1,2018-09-09T07:09:35.447
519781,24511,37988,1,2018-09-09T18:25:22.580
519813,37914,38014,1,2018-09-09T21:49:09.740
520063,17099,38019,1,2018-09-10T12:06:18.707
520235,155,38054,1,2018-09-10T17:06:39.607
520375,20208,38072,1,2018-09-10T22:48:12.997
520691,23666,38069,1,2018-09-11T12:57:25.393
520845,27898,37856,1,2018-09-11T20:05:11.493
521588,19365,38143,1,2018-09-13T03:03:18.193
521903,38121,38191,1,2018-09-13T16:24:36.340
522120,5443,38072,1,2018-09-14T04:34:42.647
522233,38231,23119,1,2018-09-14T09:45:56.000
522430,38242,32829,1,2018-09-14T15:40:07.547
522517,15903,38272,1,2018-09-14T19:11:25.313
522626,28411,38237,1,2018-09-15T02:57:01.623
522876,37914,38295,1,2018-09-15T18:05:55.560
527135,30762,38362,1,2018-09-17T17:52:02.993
527269,38328,38392,1,2018-09-18T01:54:14.053
527281,38392,38328,1,2018-09-18T02:07:08.433
527705,20535,37518,1,2018-09-18T15:10:39.557
527850,38305,38404,1,2018-09-18T19:11:04.247
528273,16342,28285,1,2018-09-19T10:31:29.683
528377,24339,38481,1,2018-09-19T13:50:06.947
528760,28383,38517,1,2018-09-20T03:22:05.077
529334,23932,38534,1,2018-09-20T16:09:22.927
529586,37914,38584,1,2018-09-20T23:47:57.707
529975,29798,38611,1,2018-09-21T15:47:06.593
530044,26597,38614,1,2018-09-21T17:55:28.617
530480,26403,38634,1,2018-09-22T08:43:30.003
531214,26597,38674,1,2018-09-23T12:15:41.597
531282,26597,38676,1,2018-09-23T14:05:25.307
531283,26597,38677,1,2018-09-23T14:06:18.723
531465,30396,38682,1,2018-09-23T18:47:00.333
