Id,RelatedPostId,PostId,LinkTypeId,CreationDate
531556,27628,38692,1,2018-09-24T00:12:23.213
531557,33559,38692,1,2018-09-24T00:12:23.213
531957,10449,38728,1,2018-09-24T14:31:47.793
532499,38328,38752,1,2018-09-25T08:33:59.577
533086,26597,38676,3,2018-09-26T03:04:31.080
533087,29798,38611,3,2018-09-26T03:07:09.903
533088,38328,38752,3,2018-09-26T03:07:57.510
533201,38795,38796,1,2018-09-26T08:30:05.737
534430,13061,38881,1,2018-09-28T02:10:36.017
535359,29463,38937,1,2018-09-29T09:55:07.397
536373,29006,38973,1,2018-10-01T01:29:26.743
536823,38909,39004,1,2018-10-01T16:59:24.087
537096,18339,13277,1,2018-10-02T07:41:21.853
537279,39064,16140,1,2018-10-02T11:23:12.570
537290,38909,39004,3,2018-10-02T12:14:35.710
538458,26618,39149,1,2018-10-03T21:30:35.120
538459,21889,39149,1,2018-10-03T21:30:35.120
539011,39161,39132,1,2018-10-04T13:37:59.877
539045,39073,39186,1,2018-10-04T14:35:12.317
540993,39259,39296,1,2018-10-07T07:39:55.060
541477,2395,37945,1,2018-10-07T20:59:47.200
541644,10674,39320,1,2018-10-08T06:19:41.343
541970,12930,39357,1,2018-10-08T14:10:43.597
542147,893,39320,1,2018-10-08T17:58:48.933
542160,893,39320,3,2018-10-08T18:36:11.880
542257,10905,39343,1,2018-10-08T20:58:15.283
542302,23323,39391,1,2018-10-08T22:08:00.303
545482,39569,39615,1,2018-10-13T05:55:09.477
545986,36878,18278,1,2018-10-13T22:56:57.247
546014,39569,39615,3,2018-10-14T03:15:11.913
546374,26597,39667,1,2018-10-14T16:32:26.523
548004,32169,39793,1,2018-10-16T21:36:46.600
548049,26597,39800,1,2018-10-16T23:43:31.733
548354,39821,39790,1,2018-10-17T12:52:27.723
548761,2501,39737,1,2018-10-18T06:26:54.023
549295,13178,39881,1,2018-10-18T22:58:38.000
549405,32072,27628,1,2018-10-19T04:02:07.963
549422,29019,28778,1,2018-10-19T04:19:10.887
549601,39549,39916,1,2018-10-19T13:06:43.100
549757,39605,39926,1,2018-10-19T16:16:23.517
549797,28446,39930,1,2018-10-19T17:13:34.927
549928,235,39560,1,2018-10-19T18:33:36.053
550704,37219,39986,1,2018-10-20T19:24:27.307
550751,27506,18341,1,2018-10-20T20:26:17.847
551703,38203,40049,1,2018-10-22T16:09:47.253
552191,9758,39878,1,2018-10-23T09:29:08.310
552203,12797,40084,1,2018-10-23T10:14:35.120
552204,3711,40084,1,2018-10-23T10:14:35.120
552639,32858,40076,1,2018-10-24T05:13:41.550
553805,40192,39894,1,2018-10-25T09:39:23.863
554289,40192,39894,3,2018-10-25T21:57:23.157
554740,6547,11446,1,2018-10-26T14:38:53.617
555178,39472,40306,1,2018-10-27T08:22:30.483
555179,6848,40306,1,2018-10-27T08:22:30.483
555180,20129,40306,1,2018-10-27T08:22:30.483
555295,29521,40310,1,2018-10-27T11:35:16.353
556517,9886,10853,1,2018-10-29T08:16:00.847
556518,2469,40301,1,2018-10-29T08:20:52.970
557721,39932,40457,1,2018-10-30T15:11:56.507
557926,27866,37636,1,2018-10-30T21:57:41.307
558893,37673,34074,1,2018-11-01T14:58:53.540
559351,24452,40602,1,2018-11-02T09:51:40.630
559357,34355,39553,1,2018-11-02T10:02:07.820
559872,26366,38781,1,2018-11-03T13:23:45.517
560399,26366,40698,1,2018-11-04T12:10:22.853
560671,24534,39246,1,2018-11-05T03:40:10.200
560959,13185,40747,1,2018-11-05T13:39:13.310
562306,6547,40572,1,2018-11-07T14:40:45.090
562309,40860,40870,1,2018-11-07T14:44:23.697
562394,15989,40851,1,2018-11-07T17:46:51.180
562466,17157,34357,1,2018-11-07T19:47:06.493
562478,12318,26388,3,2018-11-07T19:55:34.450
562795,32831,40911,1,2018-11-08T10:42:24.423
562883,31382,40916,1,2018-11-08T12:25:52.383
563027,40815,40916,1,2018-11-08T15:04:40.737
563359,15630,40948,1,2018-11-09T07:07:43.103
564106,40955,32279,1,2018-11-10T14:18:34.947
564841,34357,41059,1,2018-11-11T22:10:32.103
565187,40492,40973,1,2018-11-12T12:48:23.603
565211,6547,41101,1,2018-11-12T13:05:59.443
565688,40815,41106,1,2018-11-13T05:10:53.440
566215,14300,31724,1,2018-11-13T22:07:39.247
566819,22302,41231,1,2018-11-14T20:53:41.920
569833,13410,41264,1,2018-11-15T14:12:28.547
571734,19707,41306,1,2018-11-16T10:36:34.970
572588,10783,41350,1,2018-11-17T10:51:50.040
573497,27964,41381,1,2018-11-18T15:56:52.483
573950,40815,41398,1,2018-11-19T08:55:21.017
574020,744,41411,1,2018-11-19T10:20:15.130
574585,38666,41417,1,2018-11-19T21:02:39.340
575192,26165,41471,1,2018-11-20T17:41:51.217
575421,9175,41486,1,2018-11-20T21:53:49.940
576367,11699,41526,1,2018-11-21T22:53:21.623
577021,5987,41569,1,2018-11-22T17:58:57.417
577242,33489,41581,1,2018-11-23T02:31:00.740
577646,9302,34441,1,2018-11-23T13:29:15.583
577647,24534,28194,1,2018-11-23T13:37:57.400
577739,12830,41611,1,2018-11-23T15:01:47.387
577740,38643,41611,1,2018-11-23T15:01:47.387
579617,13490,41689,1,2018-11-26T00:41:22.793
580911,41747,40662,1,2018-11-27T15:36:33.310
581350,25745,41769,1,2018-11-28T04:02:53.767
581494,27546,41775,1,2018-11-28T08:25:36.053
581797,12318,34209,1,2018-11-28T14:13:48.927
583365,27533,41892,1,2018-11-30T11:04:07.457
583366,27563,41892,1,2018-11-30T11:04:07.457
588323,18457,42208,1,2018-12-06T05:47:16.760
589341,8157,42260,1,2018-12-07T09:16:26.273
590203,8018,42321,1,2018-12-08T14:00:38.073
591694,42174,42397,1,2018-12-10T12:09:01.243
592710,11400,42458,1,2018-12-11T15:10:38.250
592722,23423,6989,1,2018-12-11T15:18:14.440
593178,26871,42473,1,2018-12-12T09:01:05.547
594076,16807,42548,1,2018-12-13T12:07:16.320
594935,29019,42287,1,2018-12-14T11:29:03.000
594989,32072,32005,1,2018-12-14T12:08:42.033
595140,37706,42623,1,2018-12-14T14:55:10.610
595581,42406,42405,3,2018-12-15T05:15:09.833
595588,16807,42548,3,2018-12-15T05:20:27.720
598013,24403,42715,1,2018-12-17T01:53:39.340
598401,26374,42757,1,2018-12-17T15:56:09.520
598517,5277,42776,1,2018-12-17T19:46:20.573
599615,32295,42831,1,2018-12-18T21:03:55.507
600023,42599,39825,1,2018-12-19T10:35:26.513
600239,32295,42831,3,2018-12-19T14:36:57.857
600989,42872,42941,1,2018-12-20T11:22:10.173
601172,27533,42953,1,2018-12-20T15:11:03.127
601173,27563,42953,1,2018-12-20T15:11:03.127
601194,42354,42649,1,2018-12-20T15:17:38.810
602078,9663,36684,1,2018-12-21T18:28:00.947
602261,9663,36684,3,2018-12-22T02:29:23.337
602752,761,43036,1,2018-12-22T19:49:26.283
603441,25053,43072,1,2018-12-23T15:33:04.280
604197,43110,43068,1,2018-12-24T18:23:41.407
604207,31388,43107,1,2018-12-24T19:16:39.033
604337,22994,43112,1,2018-12-25T04:35:50.483
604458,43068,43110,1,2018-12-25T08:48:13.983
604664,20075,43132,1,2018-12-25T13:48:13.947
606056,43068,43110,3,2018-12-27T14:59:11.003
607746,43291,43294,1,2018-12-30T03:39:46.400
607855,43148,43290,1,2018-12-30T09:09:47.490
609524,8246,43405,1,2019-01-02T20:13:27.063
610149,29019,43447,1,2019-01-03T19:10:53.677
610502,43469,9997,1,2019-01-04T09:35:25.830
610715,42220,34199,1,2019-01-04T15:53:46.703
610716,34199,42220,1,2019-01-04T15:55:03.093
610792,29572,43494,1,2019-01-04T18:31:33.567
611864,43148,43558,1,2019-01-06T12:00:27.623
612740,26783,43620,1,2019-01-07T15:38:47.970
612786,893,43631,1,2019-01-07T16:57:47.497
614353,43751,17287,1,2019-01-10T02:46:41.907
614855,26597,25315,1,2019-01-10T20:43:43.280
615058,997,43806,1,2019-01-11T07:17:59.347
615379,43858,43471,1,2019-01-11T15:31:09.103
617086,37488,43967,1,2019-01-14T13:29:14.837
622246,29899,44065,1,2019-01-16T02:09:44.783
623396,30238,44139,1,2019-01-17T09:42:24.643
623583,35861,44150,1,2019-01-17T14:40:55.487
625427,37212,44249,1,2019-01-19T19:48:52.717
625428,37581,44249,1,2019-01-19T19:48:52.717
626131,43148,44280,1,2019-01-20T12:29:41.483
626293,38874,44293,1,2019-01-20T15:53:19.887
626539,44266,44306,1,2019-01-20T20:30:38.800
626540,44306,44266,1,2019-01-20T20:33:16.217
627511,44315,44356,1,2019-01-22T05:53:49.710
627688,44356,44315,1,2019-01-22T10:00:46.747
628885,36450,44446,1,2019-01-23T14:55:08.887
629072,20535,44460,1,2019-01-23T18:03:18.010
629335,13059,44476,1,2019-01-24T04:59:16.090
629336,18609,44476,1,2019-01-24T04:59:16.090
629337,2344,44476,1,2019-01-24T04:59:16.090
630075,44391,44526,1,2019-01-24T20:03:07.740
630402,40637,44544,1,2019-01-25T06:59:45.407
632996,2368,44668,1,2019-01-28T11:12:06.763
633050,11171,44693,1,2019-01-28T12:05:12.803
633574,20071,44744,1,2019-01-28T22:57:10.673
633895,43148,44757,1,2019-01-29T09:16:37.140
634924,44800,44816,1,2019-01-30T14:54:56.540
635272,44800,44816,3,2019-01-31T00:07:20.800
635419,39808,44846,1,2019-01-31T06:54:43.377
635847,44871,44790,1,2019-01-31T15:58:34.160
636060,20535,44882,1,2019-01-31T23:35:08.680
636088,13490,44883,1,2019-02-01T00:02:15.120
636111,16840,44883,1,2019-02-01T00:18:47.467
636285,44894,28006,1,2019-02-01T06:44:02.007
636286,44894,739,1,2019-02-01T06:44:28.527
637947,30652,44973,1,2019-02-02T20:43:37.553
639906,33008,45068,1,2019-02-05T06:35:04.917
640534,40753,45112,1,2019-02-05T17:53:12.697
641245,36895,45164,1,2019-02-06T13:55:47.350
642378,27563,45228,1,2019-02-07T18:47:25.997
642742,45239,45244,1,2019-02-08T07:10:45.880
642755,45244,45239,1,2019-02-08T07:16:11.667
643184,14152,45269,1,2019-02-08T15:55:15.897
643747,17341,45293,1,2019-02-09T08:56:14.853
643773,22,45291,1,2019-02-09T09:50:04.940
645440,14342,45379,1,2019-02-11T13:43:27.900
646751,33188,45465,1,2019-02-12T22:07:32.893
646873,33188,45465,3,2019-02-13T03:14:58.090
647626,23651,45527,1,2019-02-13T18:05:45.160
651295,44617,45716,1,2019-02-17T17:30:00.000
651710,30090,29199,1,2019-02-18T08:12:25.040
652401,24909,45781,1,2019-02-18T22:20:03.190
652430,44768,45774,1,2019-02-18T23:25:31.347
652818,12830,45805,1,2019-02-19T11:28:45.767
653527,45854,45856,1,2019-02-20T06:34:10.223
653611,16060,45840,1,2019-02-20T08:40:34.710
653879,11024,45881,1,2019-02-20T13:57:35.143
653919,43911,45885,1,2019-02-20T14:34:56.290
654390,45856,44745,1,2019-02-21T07:53:23.977
656088,16140,32557,1,2019-02-22T16:29:06.953
656165,5443,46038,1,2019-02-22T17:31:49.200
656212,14941,45904,1,2019-02-22T18:09:34.717
656564,30762,46023,1,2019-02-23T07:52:59.897
656614,14046,45046,1,2019-02-23T09:06:41.920
656993,46023,46097,1,2019-02-23T18:25:29.897
657572,42458,46135,1,2019-02-24T11:29:39.673
658309,24081,46039,1,2019-02-25T08:05:26.067
658310,36889,46039,1,2019-02-25T08:05:26.067
658371,45942,46180,1,2019-02-25T10:04:02.300
658713,27722,46208,1,2019-02-25T16:08:40.760
658933,45867,46006,1,2019-02-25T20:57:40.093
659593,17099,46258,1,2019-02-26T15:07:28.610
660443,12883,46304,1,2019-02-27T10:46:07.857
660444,12475,46304,1,2019-02-27T10:46:07.857
663226,30762,46575,1,2019-03-03T12:56:05.597
663388,30676,46561,1,2019-03-03T17:29:20.340
663414,46590,46560,1,2019-03-03T17:49:19.310
663533,14028,46360,1,2019-03-03T21:13:34.183
663630,29345,22242,1,2019-03-04T00:23:06.940
663694,2646,46619,1,2019-03-04T03:48:57.463
665186,46491,46672,1,2019-03-06T02:15:04.353
666275,38395,46850,1,2019-03-07T09:57:58.073
666344,46780,46439,1,2019-03-07T11:23:58.223
666726,46651,46798,1,2019-03-07T19:28:08.173
666734,18258,46884,1,2019-03-07T19:33:01.947
667386,43191,46941,1,2019-03-08T15:47:40.477
667439,701,46950,1,2019-03-08T16:34:00.070
668294,43191,46941,3,2019-03-09T22:12:05.643
670031,893,47135,1,2019-03-12T09:31:19.180
670590,42398,42169,1,2019-03-12T20:05:11.703
670627,9302,47168,1,2019-03-12T21:10:27.180
670781,42398,42169,3,2019-03-13T00:47:39.183
670877,47182,47110,1,2019-03-13T05:49:44.993
671658,16807,47276,1,2019-03-14T08:38:35.757
672232,893,47135,3,2019-03-15T01:21:38.397
677020,13587,47372,1,2019-03-15T19:14:43.273
677118,47263,47316,1,2019-03-15T22:22:20.847
677786,16890,47412,1,2019-03-16T14:49:15.017
677955,47026,47423,1,2019-03-16T17:20:29.387
678104,13587,47372,3,2019-03-16T20:41:04.340
678107,47061,47385,1,2019-03-16T20:57:19.387
678455,38691,47456,1,2019-03-17T07:23:54.027
680605,46907,47589,1,2019-03-19T07:25:41.990
680762,13750,47600,1,2019-03-19T10:14:39.373
680891,25348,47510,1,2019-03-19T11:50:15.180
681607,27957,47638,1,2019-03-19T20:47:16.840
683094,47720,29893,1,2019-03-21T07:34:29.397
683111,42657,47720,1,2019-03-21T08:08:11.500
683243,47720,42657,1,2019-03-21T11:07:34.233
684324,30605,47783,1,2019-03-22T11:54:23.583
684442,25502,47699,1,2019-03-22T13:52:57.777
684591,47263,47797,1,2019-03-22T16:20:01.197
685005,28210,47820,1,2019-03-23T04:35:36.033
685064,18206,47824,1,2019-03-23T06:27:45.787
687675,47854,47938,1,2019-03-25T14:39:45.460
688989,37174,48042,1,2019-03-26T16:26:17.333
689221,20286,48052,1,2019-03-26T20:43:15.097
689366,48005,47064,1,2019-03-27T01:09:42.503
689375,17109,48061,1,2019-03-27T02:09:43.547
689505,47405,47966,1,2019-03-27T06:37:39.203
689506,29719,47966,1,2019-03-27T06:37:39.203
689724,47658,48075,1,2019-03-27T10:43:18.007
690238,46881,48103,1,2019-03-27T20:01:25.763
690685,48066,48130,1,2019-03-28T08:37:08.413
691202,38887,48159,1,2019-03-28T16:59:06.963
691327,6787,48166,1,2019-03-28T18:20:21.377
691539,20304,48166,1,2019-03-28T21:56:20.807
692707,48234,48235,1,2019-03-29T23:15:46.610
692975,48234,48235,3,2019-03-30T08:08:33.463
694671,39279,48322,1,2019-04-01T01:23:54.043
695145,47854,48290,1,2019-04-01T12:36:20.340
695177,47423,48344,1,2019-04-01T12:53:40.960
695193,48287,48338,1,2019-04-01T13:04:05.267
695682,48302,48375,1,2019-04-01T20:57:34.530
696444,39284,48425,1,2019-04-02T12:07:49.307
697526,47423,48369,1,2019-04-03T08:18:38.083
697854,15903,48515,1,2019-04-03T13:15:34.393
698104,37459,48446,1,2019-04-03T14:34:57.730
698267,47061,48533,1,2019-04-03T16:31:11.367
698268,47385,48533,1,2019-04-03T16:31:11.367
699036,30762,48590,1,2019-04-04T09:32:34.893
699242,10228,48560,1,2019-04-04T11:34:58.860
700920,47061,48697,1,2019-04-05T18:24:08.353
701564,47702,47706,1,2019-04-06T12:04:36.980
702059,32126,29437,1,2019-04-06T18:53:22.823
703681,6937,48853,1,2019-04-08T08:17:52.220
703880,48672,48821,1,2019-04-08T10:18:19.630
704108,48367,48821,1,2019-04-08T14:39:46.420
704765,24534,47987,1,2019-04-09T03:31:42.133
704782,24534,40933,1,2019-04-09T04:03:14.773
705947,48974,48999,1,2019-04-09T21:56:04.320
706071,61,49006,1,2019-04-10T03:09:48.940
706251,24534,47582,1,2019-04-10T07:27:28.437
706617,16342,49053,1,2019-04-10T13:59:47.263
706980,16342,49053,3,2019-04-10T20:56:39.780
707738,48346,49109,1,2019-04-11T14:22:11.883
707740,46709,48821,1,2019-04-11T14:25:55.253
707860,24921,49128,1,2019-04-11T16:48:56.693
707884,17157,49104,1,2019-04-11T17:12:33.377
707965,11126,49144,1,2019-04-11T18:22:57.117
708026,34357,49148,1,2019-04-11T19:44:47.863
708622,48796,49168,1,2019-04-12T13:10:00.187
709474,49109,49233,1,2019-04-13T10:21:00.917
709797,49221,49150,1,2019-04-13T17:50:22.067
710193,3733,49255,1,2019-04-14T06:44:18.907
710381,26449,49252,1,2019-04-14T10:14:13.810
711248,6107,49299,1,2019-04-15T06:08:40.173
711279,49304,49309,1,2019-04-15T06:43:48.903
711585,47712,49320,1,2019-04-15T12:51:55.390
711911,44720,49353,1,2019-04-15T19:38:49.730
712403,22,49381,1,2019-04-16T09:15:57.887
713557,16342,49462,1,2019-04-17T08:39:49.597
713765,35501,49469,1,2019-04-17T12:16:55.593
714161,48968,49463,1,2019-04-17T18:18:10.867
714375,35501,49469,3,2019-04-18T00:20:01.720
714441,44707,49441,1,2019-04-18T02:14:00.623
714536,28626,49377,1,2019-04-18T05:58:57.650
714674,16890,49518,1,2019-04-18T08:47:58.930
715554,13597,40084,1,2019-04-19T05:52:13.127
715628,17241,49563,1,2019-04-19T07:57:22.380
715955,20587,49589,1,2019-04-19T13:24:58.450
716003,47263,49571,1,2019-04-19T14:00:20.517
716780,11589,49631,1,2019-04-20T11:14:35.503
718084,43210,49683,1,2019-04-21T18:26:10.630
718088,36285,49668,1,2019-04-21T19:16:00.950
718255,49424,49689,1,2019-04-22T00:34:05.480
718271,11838,49700,1,2019-04-22T02:15:58.133
718307,49424,49689,3,2019-04-22T03:45:12.753
719010,810,49723,1,2019-04-22T17:11:13.987
720067,17099,49743,1,2019-04-23T17:01:48.463
722875,48796,49294,1,2019-04-25T14:41:48.817
722922,19005,50912,1,2019-04-25T15:15:11.603
723810,1107,50944,1,2019-04-26T13:40:51.053
723852,18199,50917,1,2019-04-26T14:07:45.167
724561,50997,51014,1,2019-04-27T14:54:13.583
725389,10179,51057,1,2019-04-28T16:19:48.253
725410,14433,51039,1,2019-04-28T16:44:05.107
726031,10773,51118,1,2019-04-29T13:49:04.557
727100,48000,51184,1,2019-04-30T19:44:21.053
727152,48000,51184,3,2019-04-30T21:53:15.827
727581,48796,51202,1,2019-05-01T14:05:25.067
727748,49168,51202,1,2019-05-01T19:04:11.273
728154,10810,51270,1,2019-05-02T12:12:56.990
728630,48796,45154,1,2019-05-02T23:16:46.960
728631,48796,40708,1,2019-05-02T23:17:23.037
728632,48796,38781,1,2019-05-02T23:21:32.903
729158,37168,51336,1,2019-05-03T17:52:53.800
729159,45821,51336,1,2019-05-03T17:52:53.800
729580,49366,51368,1,2019-05-04T09:12:00.807
729749,39052,51371,1,2019-05-04T13:45:05.620
730054,49109,51319,1,2019-05-04T22:12:49.007
730909,12274,40673,1,2019-05-05T23:05:41.550
731137,32341,51456,1,2019-05-06T08:14:51.160
731138,10615,51456,1,2019-05-06T08:14:51.160
731348,24534,40666,1,2019-05-06T12:14:15.727
731395,25925,51468,1,2019-05-06T13:26:35.123
731420,33632,24637,1,2019-05-06T13:55:16.037
731516,30630,51499,1,2019-05-06T15:19:17.307
732362,49571,51516,1,2019-05-07T13:44:47.517
732384,51509,51542,1,2019-05-07T14:11:39.227
732741,51509,51542,3,2019-05-07T23:52:03.887
733144,9302,51589,1,2019-05-08T12:07:13.807
733343,35951,51617,3,2019-05-08T15:49:04.853
733344,26475,51617,3,2019-05-08T15:49:04.853
733662,9562,51641,1,2019-05-09T02:28:25.110
733896,51591,43631,1,2019-05-09T09:44:08.480
734345,51202,51699,1,2019-05-09T20:04:45.003
735980,15989,51808,1,2019-05-11T22:40:28.447
736294,51820,51824,1,2019-05-12T11:55:11.420
737609,49518,51919,1,2019-05-14T05:09:00.963
741494,51962,51968,1,2019-05-14T19:16:01.453
741693,9562,51641,3,2019-05-15T03:09:48.493
741916,22,51999,1,2019-05-15T09:16:38.223
742510,6987,51813,1,2019-05-15T19:48:29.233
743737,18056,52066,1,2019-05-17T03:10:01.397
743776,51708,52104,1,2019-05-17T05:16:24.837
744395,49117,52125,1,2019-05-17T21:52:38.393
744936,29526,52157,1,2019-05-18T15:25:21.067
744949,893,51935,1,2019-05-18T15:29:47.360
745117,29526,52157,3,2019-05-18T18:45:28.933
745557,52185,52190,1,2019-05-19T09:52:22.137
745605,52185,52190,3,2019-05-19T12:00:57.567
745937,24534,39825,1,2019-05-19T18:58:02.560
746306,11788,52222,1,2019-05-20T04:36:11.670
746692,11788,52222,3,2019-05-20T13:06:58.370
746939,48796,52248,1,2019-05-20T17:14:09.863
747299,39177,52294,1,2019-05-21T05:12:11.657
747621,11509,52322,1,2019-05-21T13:09:22.303
747920,52201,52336,1,2019-05-21T20:19:15.913
749303,49366,52436,1,2019-05-23T06:12:40.973
750711,30238,44228,1,2019-05-24T14:23:55.830
752067,44755,52627,1,2019-05-26T05:36:35.907
752258,52398,52647,1,2019-05-26T10:37:25.910
752326,52653,52648,1,2019-05-26T11:56:02.113
754237,52393,52758,1,2019-05-28T15:46:37.343
754507,52789,52398,1,2019-05-28T21:04:37.203
754651,52724,51049,1,2019-05-29T01:02:37.453
754672,11930,52800,1,2019-05-29T01:46:22.907
756409,52929,52925,1,2019-05-30T18:00:20.287
756875,52925,52929,1,2019-05-31T09:28:11.047
756886,52761,52764,1,2019-05-31T10:39:22.930
756903,44644,52967,1,2019-05-31T11:26:18.100
757613,22814,53012,1,2019-05-31T23:29:03.670
758245,52830,53007,3,2019-06-01T13:25:12.193
760095,893,53113,1,2019-06-03T05:51:45.913
760392,51249,53121,1,2019-06-03T10:48:26.163
760721,53030,53060,1,2019-06-03T16:12:17.407
762008,12721,53214,1,2019-06-04T19:18:58.973
763105,24534,53033,1,2019-06-05T19:50:08.897
763414,47725,53294,1,2019-06-06T05:57:30.637
764531,9832,53375,1,2019-06-07T08:13:33.810
764815,37673,53375,1,2019-06-07T13:07:30.277
765626,26821,53427,1,2019-06-08T07:39:57.383
765918,2651,6068,3,2019-06-08T13:50:12.130
766025,130,53093,1,2019-06-08T16:00:37.957
766098,130,53093,3,2019-06-08T16:52:30.460
766191,32289,53304,1,2019-06-08T18:35:56.873
766192,27807,53304,1,2019-06-08T18:35:56.873
768459,41859,53540,1,2019-06-11T07:07:21.190
769519,32295,43897,1,2019-06-12T09:08:13.033
769679,17099,22340,1,2019-06-12T12:18:14.860
769759,10228,53637,1,2019-06-12T13:42:32.577
770880,53633,53697,1,2019-06-13T13:36:48.473
771619,53633,53759,1,2019-06-14T05:52:26.053
772491,53815,45882,1,2019-06-14T22:06:36.837
773068,36158,53858,1,2019-06-15T16:58:34.553
775974,26648,54008,1,2019-06-18T12:23:43.750
776959,54069,53922,1,2019-06-19T09:57:17.353
777118,15398,54083,1,2019-06-19T12:57:50.213
777504,54052,54018,1,2019-06-19T19:31:55.430
777596,44518,54108,1,2019-06-19T22:18:05.393
777740,26134,54118,1,2019-06-20T03:39:19.117
777741,30989,54118,1,2019-06-20T03:39:19.117
778681,30850,54023,1,2019-06-20T20:47:42.130
780188,31444,54281,1,2019-06-22T10:51:54.557
781442,26009,54346,1,2019-06-23T19:56:45.487
782015,26881,54296,1,2019-06-24T11:13:00.807
782016,43739,54296,1,2019-06-24T11:13:00.807
782655,49232,45661,1,2019-06-25T02:04:38.853
782802,53758,54084,1,2019-06-25T06:43:41.333
783213,51404,54467,1,2019-06-25T14:24:22.610
783398,28003,54483,1,2019-06-25T17:33:51.803
785217,14300,54602,1,2019-06-27T10:01:44.980
785622,38957,54636,1,2019-06-27T17:29:43.120
786239,6639,54682,1,2019-06-28T11:19:06.827
786256,54089,10424,1,2019-06-28T11:19:43.300
786544,52628,54686,1,2019-06-28T16:48:38.270
786959,54735,54681,1,2019-06-29T09:38:10.850
788021,16140,54794,1,2019-06-30T19:11:11.833
788060,20198,54759,1,2019-06-30T20:25:22.827
788780,32873,54859,1,2019-07-01T14:33:37.720
790881,32873,55008,1,2019-07-03T19:44:07.833
790882,54023,55008,1,2019-07-03T19:44:07.833
790883,40874,55008,1,2019-07-03T19:44:07.833
790884,53395,55008,1,2019-07-03T19:44:07.833
790885,37466,55008,1,2019-07-03T19:44:07.833
790886,33887,55008,1,2019-07-03T19:44:07.833
791464,41769,55044,1,2019-07-04T12:04:50.200
792721,53806,55147,1,2019-07-05T16:50:40.387
793218,47797,55161,1,2019-07-06T07:54:13.830
794112,55211,55214,1,2019-07-07T12:56:30.663
794222,55211,55214,3,2019-07-07T14:05:32.357
794938,31613,55232,1,2019-07-08T11:11:10.273
794939,31662,55232,1,2019-07-08T11:15:06.343
795155,18258,54289,1,2019-07-08T16:39:19.550
795279,32684,32128,1,2019-07-08T19:54:42.977
795678,44293,55333,1,2019-07-09T06:52:10.327
795763,19107,55344,1,2019-07-09T09:11:47.287
795764,10216,55344,1,2019-07-09T09:11:47.287
797004,103,55441,1,2019-07-10T14:39:39.053
797143,55419,55426,1,2019-07-10T16:41:54.813
797181,55419,55426,3,2019-07-10T17:05:52.373
797776,42376,55419,1,2019-07-11T11:53:58.163
797802,24511,55157,1,2019-07-11T12:29:32.547
798023,26403,55480,1,2019-07-11T15:51:38.480
798356,24511,55157,3,2019-07-12T04:19:25.940
798363,12186,55537,1,2019-07-12T04:47:02.670
798890,22,55581,1,2019-07-12T17:16:32.760
803632,36049,55633,1,2019-07-14T08:00:34.753
804388,23233,55646,1,2019-07-15T00:56:45.323
805627,28213,55735,1,2019-07-16T01:24:41.613
805855,55659,55712,1,2019-07-16T08:43:50.720
807186,55737,30819,1,2019-07-17T12:02:51.657
807244,21734,55737,1,2019-07-17T12:52:49.563
807980,16728,55870,3,2019-07-17T23:43:29.527
808250,53472,55894,1,2019-07-18T07:23:45.070
808266,10884,55888,1,2019-07-18T07:31:02.207
808345,55211,55884,1,2019-07-18T08:38:53.417
808703,55211,55884,3,2019-07-18T14:42:24.383
808991,55699,55948,1,2019-07-18T19:09:38.720
808992,55699,55949,1,2019-07-18T19:16:28.357
809167,53472,55958,1,2019-07-18T21:25:46.047
809434,55099,55955,1,2019-07-19T02:59:33.147
809660,26366,55985,1,2019-07-19T08:41:50.223
811741,28799,55902,1,2019-07-21T08:07:11.587
812592,12101,56129,1,2019-07-22T00:37:37.927
813021,53773,56108,1,2019-07-22T11:00:09.343
813443,54570,56165,1,2019-07-22T17:30:18.670
813448,1174,55833,1,2019-07-22T17:44:36.703
813850,42376,55426,1,2019-07-23T05:18:52.837
815233,56191,56234,1,2019-07-24T05:36:08.937
815419,12037,56296,1,2019-07-24T09:25:06.357
817242,18968,56405,1,2019-07-25T21:13:31.390
817243,56405,18968,1,2019-07-25T21:17:09.383
817595,56209,56420,1,2019-07-26T07:18:47.993
819767,35928,56514,1,2019-07-28T11:04:17.550
819873,47263,56510,3,2019-07-28T13:01:26.503
819874,27502,56510,3,2019-07-28T13:01:26.503
819986,24339,56013,1,2019-07-28T15:11:17.310
820578,9443,56555,1,2019-07-29T09:39:48.107
820984,51703,56568,1,2019-07-29T16:10:37.307
821233,11820,56585,1,2019-07-29T20:13:45.503
821613,33887,56553,1,2019-07-29T23:39:44.907
822600,9443,56555,3,2019-07-30T12:13:56.930
824463,56483,56642,1,2019-07-30T19:52:07.893
825759,28463,56661,1,2019-07-31T07:53:09.187
826169,26475,56667,1,2019-07-31T10:22:30.820
827393,22242,56676,1,2019-07-31T16:20:30.410
827394,29345,56676,1,2019-07-31T16:20:30.410
827866,48796,56703,1,2019-07-31T18:21:55.870
828085,30762,56646,1,2019-07-31T19:22:18.223
833450,48693,56826,1,2019-08-02T07:40:53.390
834384,56770,56695,1,2019-08-02T13:05:20.377
841397,11928,57034,1,2019-08-06T08:52:24.287
841504,37488,48426,1,2019-08-06T10:20:10.860
841812,9802,57023,1,2019-08-06T15:37:48.800
842745,32991,57115,1,2019-08-07T08:43:15.313
